status,time,I_R,V_RN,VA_R,W_R,Var_R,PF_R,I_R_THD,V_RN_THD
100001,11/4/2023 17:14,0.705332,226.4041,159.6901,101.6963,-123.121,-0.6368357,12.42301,0.4947408
100001,11/4/2023 17:14,0.7024979,226.4023,159.0471,100.4622,-123.3017,-0.6316509,14.67227,0.4792317
100001,11/4/2023 17:14,0.7116675,226.4288,161.142,102.7645,-124.1218,-0.6377261,14.51121,0.4339583
100001,11/4/2023 17:14,0.7074501,226.3656,160.1424,101.5756,-123.8062,-0.6342834,14.24833,0.6590025
100001,11/4/2023 17:14,0.7130677,226.519,161.5233,103.4014,-124.0884,-0.640164,14.4333,0.9718922
100001,11/4/2023 17:14,0.7008987,226.4343,158.7075,101.994,-121.5948,-0.6426537,14.4333,0.9718922
100001,11/4/2023 17:14,0.7142906,226.4151,161.7262,101.3008,-126.0695,-0.626372,14.15945,0.8438459
100001,11/4/2023 17:14,0.7051552,226.3587,159.618,101.4904,-123.1974,-0.6358333,13.91442,0.8099389
100001,11/4/2023 17:14,0.7072739,226.3905,160.1201,100.8399,-124.3775,-0.6297766,14.02013,1.148315
100001,11/4/2023 17:14,0.7093862,226.2225,160.4791,102.0249,-123.8728,-0.6357517,14.02013,1.148315
100001,11/4/2023 17:14,0.7048015,226.1367,159.3815,100.3949,-123.7874,-0.6299032,16.14801,0.2109191
100001,11/4/2023 17:14,0.7177733,225.9797,162.2022,102.1809,-125.9706,-0.6299604,15.01987,0.2998547
100001,11/4/2023 17:14,0.717252,226.0701,162.1492,103.0059,-125.2284,-0.6352536,15.02978,0.6163839
100001,11/4/2023 17:14,0.7033848,226.1204,159.0497,99.26199,-124.2733,-0.6240943,15.65739,1.02073
100001,11/4/2023 17:14,0.7083308,226.2549,160.2633,101.0665,-124.378,-0.630628,16.5597,1.140443
100001,11/4/2023 17:14,0.7081548,226.1222,160.1295,101.44,-123.9007,-0.6334875,16.5597,1.140443
100001,11/4/2023 17:14,0.7003648,226.2396,158.4502,100.3878,-122.5919,-0.6335606,15.95071,1.153924
100001,11/4/2023 17:14,0.7079787,226.0594,160.0453,99.9083,-125.0313,-0.6242503,15.25885,1.056733
100001,11/4/2023 17:14,0.7040935,226.1154,159.2064,99.66386,-124.1523,-0.6260042,15.38256,1.037059
100001,11/4/2023 17:14,0.712193,226.0895,161.0193,102.5587,-124.1327,-0.6369342,15.06872,1.401646
100001,11/4/2023 17:14,0.7081548,226.1401,160.1422,99.61172,-125.3915,-0.6220203,16.09299,0.1310104
100001,11/4/2023 17:14,0.7040935,226.2983,159.3352,101.0539,-123.1901,-0.6342223,13.68205,1.193995
100001,11/4/2023 17:14,0.7070975,226.0986,159.8737,98.90415,-125.6089,-0.6186391,12.47228,0.8348576
100001,11/4/2023 17:14,0.6967952,226.2484,157.6488,100.8021,-121.2109,-0.6394089,14.42413,0.5994236
