,status,time,I_R,V_RN,VA_R,W_R,Var_R,PF_R,I_R_THD,V_RN_THD
165501,110110000,2023-12-06 07:03:05.715,4.927847,231.1607,1139.125,528.1787,1009.273,0.4636707,46.69017,1.807131
165502,110110000,2023-12-06 07:03:06.475,4.927847,231.1607,1139.125,528.1787,1009.273,0.4636707,46.69017,1.807131
165503,110110000,2023-12-06 07:03:07.282,4.144869,231.3389,958.8694,450.4125,846.4981,0.4697329,46.64981,1.78051
165504,110110000,2023-12-06 07:03:07.750,4.910957,231.1375,1135.106,517.9749,1010.034,0.4563227,46.64981,1.78051
165505,110110000,2023-12-06 07:03:08.243,4.539849,231.3035,1050.083,486.7152,930.4741,0.4635018,47.02349,1.138039
165506,110110000,2023-12-06 07:03:08.669,4.539849,231.3035,1050.083,486.7152,930.4741,0.4635018,47.02349,1.138039
165507,110110000,2023-12-06 07:03:09.205,6.855747,231.0427,1583.97,714.4637,1413.684,0.4510589,44.98772,1.217726
165508,110110000,2023-12-06 07:03:09.673,6.855747,231.0427,1583.97,714.4637,1413.684,0.4510589,44.98772,1.217726
165509,110110000,2023-12-06 07:03:10.307,5.39462,231.1871,1247.167,570.8511,1108.852,0.4577184,45.3881,1.711816
165510,110110000,2023-12-06 07:03:10.673,5.39462,231.1871,1247.167,570.8511,1108.852,0.4568271,45.3881,1.711816
165511,110110000,2023-12-06 07:03:11.265,5.189779,231.1735,1199.739,543.5609,1069.54,0.4530659,68.09616,1.8066
165524,110110000,2023-12-06 07:03:17.760,1.73229,231.3252,400.7223,237.377,322.8476,0.5923727,51.46497,1.235195
165525,110110000,2023-12-06 07:03:18.224,3.162179,231.161,730.9726,338.1201,648.0707,0.462562,44.52927,1.608749
165526,110110000,2023-12-06 07:03:18.760,3.162179,231.161,730.9726,338.1201,648.0707,0.462562,44.52927,1.608749
165527,110110000,2023-12-06 07:03:19.182,5.581656,230.8382,1288.459,602.8243,1138.74,0.4678646,44.73717,1.159349
165528,110110000,2023-12-06 07:03:19.719,5.581656,230.8382,1288.459,602.8243,1138.74,0.4678646,44.73717,1.159349
165529,110110000,2023-12-06 07:03:20.140,4.993581,231.0745,1153.889,539.8428,1019.819,0.4678464,44.60684,0.9452431
165530,110110000,2023-12-06 07:03:20.677,4.993581,231.0745,1153.889,539.8428,1019.819,0.4678464,44.60684,0.9452431
165531,110110000,2023-12-06 07:03:21.099,5.39108,230.824,1244.39,578.866,1101.554,0.4651804,45.14073,1.97378
165532,110110000,2023-12-06 07:03:21.635,5.39108,230.824,1244.39,578.866,1101.554,0.4651804,45.14073,1.97378
165533,110110000,2023-12-06 07:03:22.057,4.945809,230.9921,1142.443,538.9047,1007.352,0.4717125,47.71339,1.388366
165534,110110000,2023-12-06 07:03:22.506,4.945809,230.9921,1142.443,538.9047,1007.352,0.4717125,47.71339,1.388366
165535,110110000,2023-12-06 07:03:23.013,4.406528,231.1094,1018.39,474.9858,900.8367,0.4664086,46.26067,1.284454
165536,110110000,2023-12-06 07:03:23.508,4.406528,231.1094,1018.39,474.9858,900.8367,0.4664086,46.26067,1.284454
165537,110110000,2023-12-06 07:03:23.973,4.500668,231.0627,1039.937,496.7856,913.6039,0.4777076,45.73804,1.63537
165538,110110000,2023-12-06 07:03:24.511,4.500668,231.0627,1039.937,496.7856,913.6039,0.4777076,45.73804,1.63537
165539,110110000,2023-12-06 07:03:24.933,4.45747,231.0,1029.675,488.8198,906.2487,0.4747319,45.0364,1.677343
165540,110110000,2023-12-06 07:03:25.426,4.45747,231.0,1029.675,488.8198,906.2487,0.4747319,45.0364,1.677343
165541,110110000,2023-12-06 07:03:25.891,5.716348,230.9722,1320.317,623.3978,1163.878,0.4721576,46.36797,1.162312
165542,110110000,2023-12-06 07:03:26.425,5.716348,230.9722,1320.317,623.3978,1163.878,0.4721576,46.36797,1.162312
165543,110110000,2023-12-06 07:03:26.844,4.127671,231.0651,953.7609,455.8755,837.7573,0.4779767,68.16232,1.923725
165544,110110000,2023-12-06 07:03:27.339,4.127671,231.0651,953.7609,455.8755,837.7573,0.4779767,68.16232,1.923725
165556,110110000,2023-12-06 07:03:34.094,3.216114,231.2357,743.6802,359.1692,651.1972,0.4829618,45.86133,1.832909
165557,110110000,2023-12-06 07:03:34.629,3.216114,231.2357,743.6802,359.1692,651.1972,0.4829618,45.86133,1.832909
165558,110110000,2023-12-06 07:03:35.204,4.94116,230.9645,1141.233,519.3284,1016.223,0.4550593,47.01448,1.726305
165559,110110000,2023-12-06 07:03:35.585,4.524251,230.9276,1044.774,476.1266,929.9764,0.4557221,47.01448,1.726305
165560,110110000,2023-12-06 07:03:36.362,4.524251,230.9276,1044.774,476.1266,929.9764,0.4557221,44.48268,1.375944
165561,110110000,2023-12-06 07:03:36.756,5.827645,230.9041,1345.627,615.3819,1196.669,0.4573198,47.1428,1.741332
165562,110110000,2023-12-06 07:03:37.417,5.827645,230.9041,1345.627,615.3819,1196.669,0.4573198,47.1428,1.741332
165563,110110000,2023-12-06 07:03:37.922,4.706689,230.8973,1086.762,487.5505,971.2598,0.4486269,46.89462,1.880423
165564,110110000,2023-12-06 07:03:38.419,4.706689,230.8973,1086.762,487.5505,971.2598,0.4486269,46.89462,1.880423
165565,110110000,2023-12-06 07:03:39.040,4.202075,231.0819,971.0233,452.3985,859.1984,0.4658987,46.47134,1.375174
165566,110110000,2023-12-06 07:03:39.669,4.111705,230.9743,949.6984,445.7824,838.5732,0.4693937,46.66263,2.003401
165567,110110000,2023-12-06 07:03:40.334,4.305111,231.0549,994.7169,459.0342,882.4677,0.4614723,46.60214,1.605115
165568,110110000,2023-12-06 07:03:40.953,4.305111,231.0549,994.7169,459.0342,882.4677,0.4614723,46.60214,1.605115
165569,110110000,2023-12-06 07:03:41.795,4.247704,230.8405,980.5421,452.4552,869.9121,0.4614337,46.10368,1.221904
165570,110110000,2023-12-06 07:03:42.301,4.372306,230.9214,1009.659,466.3563,895.5017,0.4618948,88.89107,0.9623732
165571,110110000,2023-12-06 07:03:42.798,4.372306,230.9214,1009.659,466.3563,895.5017,0.4618948,88.89107,0.9623732
165583,110110000,2023-12-06 07:03:50.383,3.940732,231.652,912.8782,419.5604,810.75,0.4596017,46.33905,1.690532
165584,110110000,2023-12-06 07:03:50.749,3.940732,231.652,912.8782,419.5604,810.75,0.4907735,46.33905,1.690532
165585,110110000,2023-12-06 07:03:51.449,4.10047,231.4841,949.1934,462.3414,828.9804,0.4870887,45.46333,1.472275
165586,110110000,2023-12-06 07:03:51.830,5.291945,231.2481,1223.752,571.0121,1082.365,0.4666076,45.46333,1.472275
165587,110110000,2023-12-06 07:03:52.494,5.291945,231.2481,1223.752,571.0121,1082.365,0.4666076,46.09733,0.5443506
165588,110110000,2023-12-06 07:03:52.958,5.181055,231.2861,1198.306,559.8645,1059.476,0.4672134,46.09733,0.5443506
165589,110110000,2023-12-06 07:03:53.538,5.181055,231.2861,1198.306,559.8645,1059.476,0.4672134,47.04856,1.678709
165590,110110000,2023-12-06 07:03:54.215,4.63171,231.3788,1071.68,491.5649,952.2926,0.4586864,45.52203,2.025223
165591,110110000,2023-12-06 07:03:54.580,4.63171,231.3788,1071.68,491.5649,952.2926,0.4818503,45.52203,2.025223
165592,110110000,2023-12-06 07:03:55.280,4.239974,231.5202,981.6398,469.3656,862.1558,0.4781444,45.53178,1.522613
165593,110110000,2023-12-06 07:03:55.624,4.608941,231.4339,1066.665,507.6617,938.1119,0.4759336,45.53178,1.522613
165594,110110000,2023-12-06 07:03:56.281,4.608941,231.4339,1066.665,507.6617,938.1119,0.4759336,44.76484,1.111867
165595,110110000,2023-12-06 07:03:56.619,4.844721,231.2124,1120.16,528.6643,987.5583,0.4719545,44.76484,1.111867
165596,110110000,2023-12-06 07:03:57.344,4.844721,231.2124,1120.16,528.6643,987.5583,0.4719545,46.54256,2.064407
165597,110110000,2023-12-06 07:03:57.796,4.12805,231.3013,954.8235,463.08,835.012,0.4849901,45.87798,0.5078019
165598,110110000,2023-12-06 07:03:58.456,4.12805,231.3013,954.8235,463.08,835.012,0.4849901,45.87798,0.5078019
165599,110110000,2023-12-06 07:03:59.056,4.590489,231.2173,1061.4,507.709,932.0956,0.4783388,68.4799,1.071985
458292,110110000,2023-12-08 06:51:18.891,1.652279,231.0474,381.7547,300.8574,-234.9926,-0.7880908,72.45586,1.573026
458293,110110000,2023-12-08 06:51:19.928,1.270828,231.3486,294.0041,186.9208,-226.934,-0.6357762,73.44514,1.528001
458296,110110000,2023-12-08 06:51:21.567,1.277121,231.4145,295.5442,205.0206,-212.8684,-0.6937053,72.18665,1.437428
458297,110110000,2023-12-08 06:51:22.054,1.277121,231.4145,295.5442,205.0206,-212.8684,-0.6937053,72.18665,1.437428
458298,110110000,2023-12-08 06:51:22.680,1.266933,231.5189,293.3189,197.1405,-217.1902,-0.6721029,71.57094,1.508092
458299,110110000,2023-12-08 06:51:23.051,1.266933,231.5189,293.3189,197.1405,-217.1902,-0.6721029,71.57094,1.508092
458300,110110000,2023-12-08 06:51:23.761,1.235311,231.4659,285.9323,194.309,-209.7649,-0.6795629,73.66635,1.66593
458301,110110000,2023-12-08 06:51:24.110,1.309838,231.1905,302.822,199.337,-227.9604,-0.6582644,73.66635,1.66593
458302,110110000,2023-12-08 06:51:24.698,1.309838,231.1905,302.822,199.337,-227.9604,-0.6582644,72.97193,1.466095
458307,110110000,2023-12-08 06:51:27.224,1.317496,231.5417,305.0553,214.4567,216.9495,0.7030092,73.00296,1.08546
458308,110110000,2023-12-08 06:51:27.768,1.317496,231.5417,305.0553,214.4567,216.9495,0.7030092,73.00296,1.08546
458309,110110000,2023-12-08 06:51:28.196,1.270213,231.3146,293.8188,195.3422,-219.4788,-0.664839,72.83231,1.350975
458310,110110000,2023-12-08 06:51:28.822,1.270213,231.3146,293.8188,195.3422,-219.4788,-0.664839,72.2399,1.40196
458311,110110000,2023-12-08 06:51:29.614,1.241396,231.3514,287.1987,191.1577,-214.3404,-0.665594,72.73447,1.775759
458312,110110000,2023-12-08 06:51:30.427,1.243761,231.4366,287.8519,193.9826,-212.6722,-0.6738972,72.73447,1.775759
458313,110110000,2023-12-08 06:51:31.090,1.22756,231.463,284.1348,190.6861,-210.6453,-0.6711112,71.47885,1.955215
458314,110110000,2023-12-08 06:51:31.634,1.249012,231.3829,288.9999,196.1201,-212.2683,-0.6786166,72.19253,1.181944
458315,110110000,2023-12-08 06:51:32.219,1.249012,231.3829,288.9999,196.1201,-212.2683,-0.6786166,72.19253,1.181944
458316,110110000,2023-12-08 06:51:33.021,1.243712,231.2578,287.6181,193.8138,-212.5098,-0.673858,72.74258,1.84799
458317,110110000,2023-12-08 06:51:33.523,1.22808,231.3781,284.1508,189.5621,-211.6787,-0.6671181,72.30347,1.127709
458318,110110000,2023-12-08 06:51:33.991,1.22808,231.3781,284.1508,189.5621,-211.6787,-0.6671181,72.30347,1.127709
458319,110110000,2023-12-08 06:51:34.551,1.276047,231.3234,295.1794,198.3364,-218.6173,-0.6719183,74.73278,1.339169
458320,110110000,2023-12-08 06:51:35.045,1.276047,231.3234,295.1794,198.3364,-218.6173,0.6422104,74.73278,1.339169
458321,110110000,2023-12-08 06:51:35.920,1.279823,231.2844,296.0031,191.0529,-226.0898,-0.6454422,72.34962,1.79823
458322,110110000,2023-12-08 06:51:36.479,1.260126,231.3825,291.571,195.4795,-216.3363,-0.6704354,75.61938,1.56606
458410,110110000,2023-12-08 06:52:26.988,1.31328,231.1513,303.5663,206.8738,-222.1616,-0.681478,73.69607,1.526447
458443,110110000,2023-12-08 06:52:45.529,1.245087,231.7361,288.5316,188.6006,-218.3581,-0.6536568,48.73377,1.561042
458444,110110000,2023-12-08 06:52:46.115,3.276586,231.1622,757.4227,396.7404,645.2024,0.5238032,61.38206,2.106882
458445,110110000,2023-12-08 06:52:46.952,3.276586,231.1622,757.4227,396.7404,645.2024,0.5238032,54.00304,1.539644
458446,110110000,2023-12-08 06:52:47.465,2.267248,231.0523,523.8528,314.6729,418.8111,0.6006896,54.00304,1.539644
458447,110110000,2023-12-08 06:52:48.091,2.267248,231.0523,523.8528,314.6729,418.8111,0.6006896,55.22486,2.011849
458448,110110000,2023-12-08 06:52:48.590,2.051271,230.8043,473.4421,297.6914,368.1403,0.628781,58.90541,2.016226
458449,110110000,2023-12-08 06:52:49.060,2.051271,230.8043,473.4421,297.6914,368.1403,0.628781,58.90541,2.016226
458450,110110000,2023-12-08 06:52:49.703,2.022812,230.7715,466.8073,288.8225,366.7297,0.6187189,61.89377,2.027184
458451,110110000,2023-12-08 06:52:50.072,2.022812,230.7715,466.8073,288.8225,366.7297,0.6187189,61.89377,2.027184
458452,110110000,2023-12-08 06:52:50.690,1.819281,230.97,420.1994,268.9287,322.8698,0.6400025,54.04134,1.303012
458453,110110000,2023-12-08 06:52:51.127,1.819281,230.97,420.1994,268.9287,322.8698,0.6049112,54.04134,1.303012
458454,110110000,2023-12-08 06:52:51.791,2.264623,230.8881,522.8746,314.5312,417.6937,0.6015423,58.94292,1.340678
458455,110110000,2023-12-08 06:52:52.304,1.916618,230.8375,442.4273,282.3978,340.5781,0.638292,58.94292,1.340678
458456,110110000,2023-12-08 06:52:52.891,1.916618,230.8375,442.4273,282.3978,340.5781,0.638292,57.75499,0.8378903
458457,110110000,2023-12-08 06:52:53.433,1.986025,231.0681,458.907,288.7482,356.6793,0.6292084,59.22528,1.285393
458458,110110000,2023-12-08 06:52:53.901,1.986025,231.0681,458.907,288.7482,356.6793,0.6292084,59.22528,1.285393
458459,110110000,2023-12-08 06:52:54.401,1.923625,231.1644,444.6736,281.6506,344.1039,0.6333873,72.25423,0.4269725
458460,110110000,2023-12-08 06:52:54.878,1.923625,231.1644,444.6736,281.6506,344.1039,0.6333873,72.25423,0.4269725
458471,110110000,2023-12-08 06:53:01.727,2.050351,231.2701,474.1849,300.662,366.6793,0.6340606,51.62808,2.115268
458472,110110000,2023-12-08 06:53:02.364,2.96694,231.4441,686.6807,377.5132,573.5975,0.5497652,65.21612,1.605421
458473,110110000,2023-12-08 06:53:02.999,2.96694,231.4441,686.6807,377.5132,573.5975,0.5497652,65.21612,1.605421
458474,110110000,2023-12-08 06:53:03.511,1.712905,231.2301,396.0753,259.973,298.8138,0.6563726,51.12626,2.225822
458475,110110000,2023-12-08 06:53:04.097,1.712905,231.2301,396.0753,259.973,298.8138,0.6563726,51.12626,2.225822
458476,110110000,2023-12-08 06:53:04.936,2.366255,231.3336,547.3942,328.0476,438.2068,0.5992895,51.55059,1.648591
458477,110110000,2023-12-08 06:53:05.623,2.497499,231.4572,578.064,341.2924,466.5593,0.5904058,59.92159,2.088768
458478,110110000,2023-12-08 06:53:05.990,1.979955,231.3055,457.9745,285.7968,357.856,0.6240451,59.92159,2.088768
458479,110110000,2023-12-08 06:53:06.868,1.979955,231.3055,457.9745,285.7968,357.856,0.6240451,56.30235,1.616816
458480,110110000,2023-12-08 06:53:07.794,2.150719,231.3572,497.5844,304.3333,393.6641,0.6116215,52.6283,2.12324
458481,110110000,2023-12-08 06:53:08.175,2.666853,231.2378,616.6771,353.6437,505.1998,0.5734665,52.6283,2.12324
458482,110110000,2023-12-08 06:53:08.846,2.356667,231.1951,544.85,326.4789,436.203,0.5992088,54.69204,1.57454
458483,110110000,2023-12-08 06:53:09.338,2.297059,230.9908,530.5995,316.0232,436.222,0.5955964,54.69204,1.57454
458484,110110000,2023-12-08 06:53:09.987,2.297059,230.9908,530.5995,316.0232,426.222,0.5955964,58.09828,1.976
458485,110110000,2023-12-08 06:53:10.739,1.985488,231.2477,459.1396,292.0047,354.3196,0.6359825,71.72188,0.941694
458497,110110000,2023-12-08 06:53:18.319,2.002419,231.3086,463.1766,286.1232,364.2336,0.617741,49.35364,1.640369
458498,110110000,2023-12-08 06:53:18.982,3.335691,230.8369,770.0006,394.9548,660.9929,0.5129279,56.41515,1.703129
458499,110110000,2023-12-08 06:53:19.536,2.047216,231.0851,473.0811,294.6488,370.1187,0.6228294,51.93317,1.774099
458500,110110000,2023-12-08 06:53:20.036,2.047216,231.0851,473.0811,294.6488,370.1187,0.6228294,51.93317,1.774099
458501,110110000,2023-12-08 06:53:20.806,2.389572,230.7928,551.4961,330.6262,441.4003,0.5995077,52.61685,1.650754
458502,110110000,2023-12-08 06:53:21.135,2.591114,230.8257,598.0957,342.2781,490.4734,0.5722799,52.61685,1.650754
458503,110110000,2023-12-08 06:53:21.932,2.591114,230.8257,598.0957,342.2781,490.4734,0.5722799,61.09455,1.51502
458504,110110000,2023-12-08 06:53:22.274,1.833224,231.0899,423.6396,273.8845,323.1993,0.6465035,52.07661,1.644904
458505,110110000,2023-12-08 06:53:22.906,1.833224,231.0899,423.6396,273.8845,323.1993,0.6465035,52.07661,1.644904
458506,110110000,2023-12-08 06:53:23.418,2.576553,231.1106,595.4688,341.0439,488.1312,0.5727319,49.98724,1.595937
458507,110110000,2023-12-08 06:53:23.919,2.576553,231.1106,595.4688,341.0439,488.1312,0.5727319,49.98724,1.595937
458508,110110000,2023-12-08 06:53:24.796,2.723297,231.0302,629.1638,361.5017,514.9404,0.5745748,51.73101,1.684611
458509,110110000,2023-12-08 06:53:25.351,2.546551,230.7654,587.6559,336.5099,481.7682,0.5726308,54.49855,1.678692
458510,110110000,2023-12-08 06:53:25.805,2.546551,230.7654,587.6559,336.5099,481.7682,0.6116199,46.95225,1.715576
458511,110110000,2023-12-08 06:53:26.316,2.285599,230.8262,527.5762,320.91,418.7522,0.6082724,46.95225,1.715576
458512,110110000,2023-12-08 06:53:26.901,3.088081,230.7809,712.6702,393.1772,594.3993,0.5516958,72.07584,1.648811
458524,110110000,2023-12-08 06:53:34.056,2.497148,231.1525,577.2221,328.7786,474.4365,0.5695876,48.05051,1.727356
458525,110110000,2023-12-08 06:53:34.601,3.907269,231.0867,902.9179,439.1864,788.9081,0.4864079,57.83108,1.650026
458526,110110000,2023-12-08 06:53:35.330,3.907269,231.0867,902.9179,439.1864,788.9081,0.4864079,57.83108,1.650026
458527,110110000,2023-12-08 06:53:35.833,1.98689,231.2558,459.4798,287.8041,358.1766,0.6263694,50.80578,1.677649
458528,110110000,2023-12-08 06:53:36.449,1.98689,231.2558,459.4798,287.8041,358.1766,0.6263694,50.80578,1.677649
458529,110110000,2023-12-08 06:53:37.348,2.749253,231.0889,635.3217,358.0761,524.8,0.563614,51.09251,1.27991
458530,110110000,2023-12-08 06:53:38.009,3.381076,231.1343,781.4826,407.5668,666.7866,0.5215303,52.32867,1.678366
458531,110110000,2023-12-08 06:53:38.479,2.676376,231.3072,619.0652,354.0287,507.8439,0.5718762,52.32867,1.678366
458532,110110000,2023-12-08 06:53:39.067,2.676376,231.3072,619.0652,354.0287,507.8439,0.5718762,51.67527,1.329106
458533,110110000,2023-12-08 06:53:39.607,2.432163,231.1466,562.1862,329.2764,455.6647,0.5857071,50.19178,1.446678
458534,110110000,2023-12-08 06:53:40.121,2.432163,231.1466,562.1862,329.2764,455.6647,0.5857071,50.19178,1.446678
458535,110110000,2023-12-08 06:53:40.723,2.834134,231.162,655.144,363.07,545.3383,0.5541835,49.16503,1.441461
458536,110110000,2023-12-08 06:53:41.135,3.005038,230.0085,691.1843,380.1234,577.2711,0.5499595,49.16503,1.441461
458537,110110000,2023-12-08 06:53:41.885,3.005038,230.0085,691.1843,380.1234,577.2711,0.5499595,49.86425,1.783656
458538,110110000,2023-12-08 06:53:42.357,3.145455,230.9657,726.4923,386.8181,614.9495,0.5324463,52.19459,1.576747
458539,110110000,2023-12-08 06:53:42.901,3.145455,230.9657,726.4923,386.8181,614.9495,0.5324463,52.19459,1.576747
458540,110110000,2023-12-08 06:53:43.486,2.553696,231.0723,590.0885,341.6788,481.1029,0.5790298,71.92448,1.344852
458541,110110000,2023-12-08 06:53:43.912,2.553696,231.0723,590.0885,341.6788,481.1029,0.5790298,71.92448,1.344852
458552,110110000,2023-12-08 06:53:50.419,3.688512,230.9429,851.8357,418.1871,742.121,0.4909246,49.05983,1.732549
458553,110110000,2023-12-08 06:53:50.860,3.688512,230.9429,851.8357,418.1871,742.121,0.4909246,49.05983,1.732549
458554,110110000,2023-12-08 06:53:51.443,3.131675,231.065,723.6207,394.187,606.8307,0.5447425,47.65046,1.810701
458555,110110000,2023-12-08 06:53:52.042,3.131675,231.065,723.6207,394.187,606.8307,0.5447425,47.65046,1.810701
458556,110110000,2023-12-08 06:53:52.707,3.710279,230.9169,856.7662,437.6497,736.5535,0.5108158,51.43383,1.420963
458557,110110000,2023-12-08 06:53:53.460,2.915992,230.9581,673.4721,367.7535,564.2004,0.546056,50.44791,1.605332
458558,110110000,2023-12-08 06:53:53.830,2.793488,230.9828,645.2476,360.1806,535.3638,0.5582052,50.44791,1.605332
458559,110110000,2023-12-08 06:53:54.528,2.793488,230.9828,645.2476,360.1806,535.3638,0.5582052,48.68711,1.695349
458560,110110000,2023-12-08 06:53:55.072,3.259449,230.982,752.8741,404.0276,635.2803,0.536647,48.82026,1.606126
458561,110110000,2023-12-08 06:53:55.950,3.259449,230.982,752.8741,404.0276,635.2803,0.536647,52.6931,1.610609
458562,110110000,2023-12-08 06:53:56.464,2.306864,231.0889,533.0908,320.6844,425.8489,0.6015569,52.6931,1.610609
458563,110110000,2023-12-08 06:53:57.051,2.306864,231.0889,533.0908,320.6844,425.8489,0.6015569,48.33657,1.715766
458564,110110000,2023-12-08 06:53:57.437,3.114634,231.0211,719.5463,385.0817,607.8313,0.5351729,48.33657,1.715766
458565,110110000,2023-12-08 06:53:58.026,3.114634,231.0211,719.5463,385.0817,607.8313,0.5351729,51.40343,1.532004
458566,110110000,2023-12-08 06:53:58.567,3.274211,230.922,756.0872,392.6121,646.1606,0.5192683,72.44193,1.673318
458567,110110000,2023-12-08 06:53:59.081,3.274211,230.922,756.0872,392.6121,646.1606,0.5192683,72.44193,1.673318
458589,110110000,2023-12-08 06:54:11.467,2.15428,231.4169,498.5367,280.9099,411.8597,0.5634689,47.36424,0.8165928
458590,110110000,2023-12-08 06:54:11.962,4.042064,231.1415,934.2888,458.6123,813.9843,0.4908678,47.36424,0.8165928
458591,110110000,2023-12-08 06:54:12.821,4.042064,231.1415,934.2888,458.6123,813.9843,0.4908678,49.59855,1.563676
458592,110110000,2023-12-08 06:54:13.194,3.162097,231.2061,731.0964,380.3206,624.3862,0.5202058,49.59855,1.563676
458593,110110000,2023-12-08 06:54:13.855,3.106046,231.3213,718.4944,375.2438,612.7205,0.5222641,49.56918,1.517144
458594,110110000,2023-12-08 06:54:14.286,3.006689,230.3772,692.6724,370.1167,585.4987,0.5343314,49.56918,1.517144
458595,110110000,2023-12-08 06:54:14.971,3.006689,230.3772,692.6724,370.1167,585.4987,0.5343314,49.17916,1.03098
458596,110110000,2023-12-08 06:54:15.430,3.613254,231.156,835.2253,414.8155,724.9341,0.496651,49.17916,1.03098
458597,110110000,2023-12-08 06:54:16.061,3.613254,231.156,835.2253,414.8155,724.9341,0.496651,48.42255,1.43762
458598,110110000,2023-12-08 06:54:16.571,3.489626,230.9477,805.9212,409.1382,694.345,0.5076652,49.3685,1.558136
458599,110110000,2023-12-08 06:54:16.994,3.489626,230.9477,805.9212,409.1382,694.345,0.5076652,49.3685,1.558136
458600,110110000,2023-12-08 06:54:17.375,3.300418,230.9036,762.0784,385.9109,657.1425,0.5063927,48.99189,0.7655623
458601,110110000,2023-12-08 06:54:17.912,3.300418,230.9036,762.0784,385.9109,657.1425,0.5063927,48.99189,0.7655623
458602,110110000,2023-12-08 06:54:18.337,3.262395,231.0546,753.7914,388.7222,645.8301,0.5156894,49.01214,1.36045
458603,110110000,2023-12-08 06:54:18.838,3.262395,231.0546,753.7914,388.7222,645.8301,0.5156894,49.01214,1.36045
458604,110110000,2023-12-08 06:54:19.310,3.185167,231.1927,736.3873,379.2125,631.2402,0.5149634,50.88915,0.093284
458605,110110000,2023-12-08 06:54:19.852,3.185167,231.1927,736.3873,379.2125,631.2402,0.5149634,50.88915,0.093284
458606,110110000,2023-12-08 06:54:20.290,2.940752,231.0857,679.5658,365.1417,573.1328,0.5373161,73.55936,1.358951
458607,110110000,2023-12-08 06:54:20.776,2.940752,231.0857,679.5658,365.1417,573.1328,0.5373161,73.55936,1.358951
458618,110110000,2023-12-08 06:54:27.805,2.801212,231.1771,647.5761,323.9402,560.7295,0.500235,50.67916,1.700469
458619,110110000,2023-12-08 06:54:28.381,3.113232,231.1378,719.5858,370.0127,617.1663,0.5142024,50.6249,1.789838
458620,110110000,2023-12-08 06:54:28.986,3.113232,231.1378,719.5858,370.0127,617.1663,0.5142024,50.6249,1.789838
458621,110110000,2023-12-08 06:54:29.487,3.068587,231.1115,709.1857,372.0621,603.7501,0.5246328,50.23713,1.668112
458622,110110000,2023-12-08 06:54:30.115,3.068587,231.1115,709.1857,372.0621,603.7501,0.5246328,50.23713,1.668112
458623,110110000,2023-12-08 06:54:30.974,3.440834,231.0889,795.1384,392.7654,691.3613,0.4939585,54.58834,1.498602
458624,110110000,2023-12-08 06:54:31.863,2.429932,231.2477,561.916,317.9948,463.2806,0.5659115,53.31778,1.460579
458625,110110000,2023-12-08 06:54:32.200,2.650525,231.171,612.7245,332.5718,514.6138,0.5427753,50.50481,1.552703
458626,110110000,2023-12-08 06:54:32.914,2.650525,231.171,612.7245,332.5718,514.6138,0.5427753,50.50481,1.552703
458627,110110000,2023-12-08 06:54:33.832,2.947614,231.1563,681.3597,362.3949,576.993,0.5318701,50.47271,1.501921
458628,110110000,2023-12-08 06:54:34.217,3.735791,231.327,864.1896,421.234,754.5764,0.4874325,50.47271,1.501921
458629,110110000,2023-12-08 06:54:34.774,3.013105,231.2322,696.7267,363.1321,594.6118,0.5211973,50.36123,1.48576
458630,110110000,2023-12-08 06:54:35.360,3.013105,231.2322,696.7267,363.1321,594.6118,0.5211973,50.36123,1.48576
458631,110110000,2023-12-08 06:54:35.947,3.091313,231.2828,714.9677,373.1166,609.8875,0.5218651,72.23096,1.402456
458632,110110000,2023-12-08 06:54:36.631,3.091313,231.2828,714.9677,373.1166,609.8875,0.5218651,72.23096,1.402456
458644,110110000,2023-12-08 06:54:43.214,1.949882,231.1849,450.7831,274.9749,357.2033,0.6099938,61.19897,1.63908
458645,110110000,2023-12-08 06:54:43.797,1.949882,231.1849,450.7831,274.9749,357.2033,0.6099938,46.97147,1.472455
458646,110110000,2023-12-08 06:54:44.335,4.492629,230.9107,1037.396,491.194,913.739,0.4734875,49.17255,1.822695
458647,110110000,2023-12-08 06:54:44.845,4.492629,230.9107,1037.396,491.194,913.739,0.4734875,49.17255,1.822695
458648,110110000,2023-12-08 06:54:45.633,3.153161,231.1521,728.8599,376.1099,624.3221,0.5160249,49.5135,1.504777
458649,110110000,2023-12-08 06:54:45.961,2.990184,230.9908,690.7051,370.7689,582.7555,0.5367977,49.5135,1.504777
458650,110110000,2023-12-08 06:54:46.644,2.990184,230.9908,690.7051,370.7689,582.7555,0.5367977,48.92609,1.494689
458651,110110000,2023-12-08 06:54:47.082,3.251654,231.0043,751.1462,388.347,642.9675,0.5170059,49.50772,1.56631
458652,110110000,2023-12-08 06:54:47.813,3.251654,231.0043,751.1462,388.347,642.9675,0.5170059,48.97023,1.556793
458653,110110000,2023-12-08 06:54:48.434,3.070029,230.7954,708.5487,375.1902,601.0604,0.5295193,48.97023,1.556793
458654,110110000,2023-12-08 06:54:49.355,3.229811,230.7337,745.2263,386.9538,636.8901,0.5192434,50.00772,1.39049
458655,110110000,2023-12-08 06:54:50.309,3.141235,230.6984,724.678,381.8517,615.9119,0.5269261,49.88266,1.586937
458656,110110000,2023-12-08 06:54:51.033,3.115447,230.8353,719.1552,370.9101,616.1249,0.515758,50.55408,1.586131
