,status,time,I_R,V_RN,VA_R,W_R,Var_R,PF_R,I_R_THD,V_RN_THD
1081,100101000,2023-12-05 00:11:01.670,6.05689,231.5159,1402.267,1218.718,693.5974,0.869106,17.21444,1.511033
1082,100101000,2023-12-05 00:11:02.374,5.99139,231.5044,1387.033,1213.819,671.1969,0.8751187,18.70137,1.434691
1083,100101000,2023-12-05 00:11:02.720,6.0711,231.5818,1405.956,1216.33,705.1624,0.8651266,18.70137,1.434691
1084,100101000,2023-12-05 00:11:03.287,6.0711,231.5818,1405.956,1216.33,705.1624,0.8651266,17.70463,1.639272
1085,100101000,2023-12-05 00:11:03.643,6.09481,231.5315,1411.141,1222.312,705.1754,0.8661869,17.70463,1.639272
1086,100101000,2023-12-05 00:11:04.271,6.09481,231.5315,1411.141,1222.312,705.1754,0.8661869,17.3152,1.512121
1087,100101000,2023-12-05 00:11:04.687,6.032445,231.4842,1396.416,1214.081,689.9158,0.8694267,17.3152,1.512121
1088,100101000,2023-12-05 00:11:05.408,6.032445,231.4842,1396.416,1214.081,689.9158,0.8694267,16.19514,1.52091
1089,100101000,2023-12-05 00:11:05.909,6.016725,231.452,1392.583,1214.988,680.5078,0.872471,16.59696,1.420542
1090,100101000,2023-12-05 00:11:06.515,6.016725,231.452,1392.583,1214.988,680.5078,0.872471,16.59696,1.420542
1091,100101000,2023-12-05 00:11:07.175,5.967321,231.5797,1381.911,1217.796,653.1837,0.881241,18.89663,1.514551
1092,100101000,2023-12-05 00:11:07.868,5.989677,231.6854,1387.721,1214.821,670.8035,0.8754078,18.89663,1.514551
1093,100101000,2023-12-05 00:11:08.666,6.082618,231.6477,1409.025,1223.93,698.1008,0.8686366,16.5308,1.498264
1094,100101000,2023-12-05 00:11:09.000,6.057377,231.6477,1403.177,1225.028,684.262,0.8730382,16.80721,1.386859
1095,100101000,2023-12-05 00:11:09.743,6.057377,231.6477,1403.177,1225.028,684.262,0.8730382,16.80721,1.386859
1096,100101000,2023-12-05 00:11:10.615,5.917226,231.7083,1371.07,1201.562,660.3651,0.8763679,16.25572,1.619203
1097,100101000,2023-12-05 00:11:11.307,5.953265,231.6545,1379.101,1208.661,664.1207,0.8764127,18.34015,1.420721
1098,100101000,2023-12-05 00:11:11.748,6.073233,231.5505,1406.26,1220.027,699.358,0.8675684,19.32617,1.351202
1099,100101000,2023-12-05 00:11:12.490,6.073233,231.5505,1406.26,1220.027,699.358,0.8675684,19.32617,1.351202
1100,100101000,2023-12-05 00:11:13.384,6.116789,231.6179,1416.758,1231.554,700.3408,0.8692764,16.13583,1.532954
1101,100101000,2023-12-05 00:11:13.796,6.086387,231.6911,1410.162,1226.046,696.6836,0.8847352,16.13583,1.532954
1102,100101000,2023-12-05 00:11:14.406,5.940955,231.5392,1375.564,1214.291,646.2774,0.8827584,16.67508,1.6186
1103,100101000,2023-12-05 00:11:14.761,5.979618,231.6132,1384.959,1211.607,670.9092,0.8748326,16.67508,1.6186
1104,100101000,2023-12-05 00:11:15.464,5.979618,231.6132,1384.959,1211.607,670.9092,0.8748326,18.26663,1.546078
1105,100101000,2023-12-05 00:11:15.803,6.036975,231.6345,1398.372,1218.447,686.1705,0.8713328,18.26663,1.546078
1106,100101000,2023-12-05 00:11:16.471,6.036975,231.6345,1398.372,1218.447,686.1705,0.8713328,18.39122,1.535569
1107,100101000,2023-12-05 00:11:16.938,6.098686,231.6655,1412.855,1226.154,701.9291,0.8678558,18.82181,1.353643
1108,100101000,2023-12-05 00:11:17.432,6.098686,231.6655,1412.855,1226.154,701.9291,0.8678558,18.82181,1.353643
1109,100101000,2023-12-05 00:11:17.898,6.100227,231.6265,1412.974,1229.079,697.0376,0.8698522,16.59896,1.534815
1110,100101000,2023-12-05 00:11:18.394,6.100227,231.6265,1412.974,1229.079,697.0376,0.8698522,16.59896,1.534815
1111,100101000,2023-12-05 00:11:19.002,6.076993,231.6373,1407.658,1221.763,699.1404,0.8679399,16.44401,1.509787
1112,100101000,2023-12-05 00:11:19.860,6.040122,231.6465,1399.173,1224.945,676.1609,0.8754782,18.38768,1.556589
1113,100101000,2023-12-05 00:11:20.772,6.090925,231.6396,1410.899,1225.825,698.5628,0.8688253,19.23769,1.420302
1114,100101000,2023-12-05 00:11:21.323,6.113494,231.6741,1416.339,1229.08,703.8295,0.8677872,17.98517,1.61933
1115,100101000,2023-12-05 00:11:21.945,6.105287,231.8488,1415.503,1232.165,696.7209,0.8704781,16.83996,1.620651
1116,100101000,2023-12-05 00:11:22.687,6.105287,231.8488,1415.503,1232.165,696.7209,0.8704781,16.83996,1.620651
1117,100101000,2023-12-05 00:11:23.614,6.027878,231.7871,1397.184,1213.756,692.0414,0.8687155,16.31507,1.587746
1118,100101000,2023-12-05 00:11:24.335,5.999376,231.8247,1390.804,1217.379,672.5492,0.8753064,16.68034,1.531481
1119,100101000,2023-12-05 00:11:24.819,5.971984,231.8095,1384.363,1212.857,667.4117,0.876112,17.88048,1.757802
1120,100101000,2023-12-05 00:11:25.456,5.971984,231.8095,1384.363,1212.857,667.4117,0.876112,16.95587,1.646186
1121,100101000,2023-12-05 00:11:25.867,6.08976,231.7952,1411.577,1223.402,704.1578,0.8666914,16.95587,1.646186
1122,100101000,2023-12-05 00:11:26.569,6.08976,231.7952,1411.577,1223.402,704.1578,0.8666914,16.0628,1.312847
1123,100101000,2023-12-05 00:11:27.079,6.072036,231.6935,1406.851,1228.39,685.775,0.8731487,16.33776,1.552927
1124,100101000,2023-12-05 00:11:27.617,6.072036,231.6935,1406.851,1228.39,685.775,0.8731487,16.33776,1.552927
1125,100101000,2023-12-05 00:11:28.400,5.952239,231.9091,1380.378,1214.555,655.9728,0.8798712,16.67957,1.538212
1126,100101000,2023-12-05 00:11:28.828,5.964696,231.927,1383.374,1210.796,669.1016,0.8752484,18.20268,1.538623
1127,100101000,2023-12-05 00:11:29.448,5.964696,231.927,1383.374,1210.796,669.1016,0.8752484,18.20268,1.538623
1128,100101000,2023-12-05 00:11:30.098,6.065004,231.818,1405.977,1220.099,698.6623,0.8677946,19.1719,1.608844
1129,100101000,2023-12-05 00:11:30.497,6.120661,231.7731,1418.605,1231.928,703.415,0.8684083,19.1719,1.608844
1130,100101000,2023-12-05 00:11:31.296,6.120661,231.7731,1418.605,1231.928,703.415,0.8684083,15.7654,1.52368
1131,100101000,2023-12-05 00:11:31.709,6.120956,231.8071,1418.881,1234.512,699.4304,0.8700604,15.7654,1.52368
1132,100101000,2023-12-05 00:11:32.373,5.971908,231.8961,1384.862,1217.074,660.736,0.8788418,17.02133,1.403263
1133,100101000,2023-12-05 00:11:32.840,5.993091,231.8445,1389.465,1217.31,669.902,0.8760999,17.02133,1.403263
1134,100101000,2023-12-05 00:11:33.769,5.993091,231.8445,1389.465,1217.31,669.902,0.8760999,18.48652,1.379253
1135,100101000,2023-12-05 00:11:34.492,6.065274,231.8182,1406.041,1218.697,701.2335,0.8667579,18.1792,1.557286
1136,100101000,2023-12-05 00:11:35.101,6.062475,231.7657,1405.074,1220.58,696.0004,0.8686947,33.68426,1.392433
1137,100101000,2023-12-05 00:11:35.758,0.2936663,232.8485,68.37978,63.01829,-26.54221,-0.9215925,32.51382,1.529991
1138,100101000,2023-12-05 00:11:36.268,0.2936663,232.8485,68.37978,63.01829,-26.54221,-0.9215925,33.70603,1.641604
1139,100101000,2023-12-05 00:11:36.805,0.2909958,232.7471,67.72844,62.65322,-25.72384,-0.9250651,33.70603,1.641604
1140,100101000,2023-12-05 00:11:37.233,0.2921832,232.7717,68.01198,62.57085,-26.65555,-0.9199975,33.40154,1.496877
1141,100101000,2023-12-05 00:11:37.770,0.2921832,232.7717,68.01198,62.57085,-26.65555,-0.9199975,33.40154,1.496877
1142,100101000,2023-12-05 00:11:38.200,0.2910425,232.7551,67.74163,62.37804,-26.41796,-0.9208229,33.15018,1.557983
1143,100101000,2023-12-05 00:11:38.689,0.2910425,232.7551,67.74163,62.37804,-26.41796,-0.9208229,33.15018,1.557983
1144,100101000,2023-12-05 00:11:39.159,0.2907858,232.7613,67.68369,62.37602,-26.27381,-0.9215813,33.04432,1.405822
1145,100101000,2023-12-05 00:11:39.695,0.2907858,232.7613,67.68369,62.37602,-26.27381,-0.9215813,33.04432,1.405822
1146,100101000,2023-12-05 00:11:40.565,0.2895459,232.661,67.36604,62.09484,-26.12307,-0.9217528,33.01074,1.530699
1147,100101000,2023-12-05 00:11:41.473,0.2906224,232.7814,67.6515,62.36306,-26.22162,-0.9218283,32.42599,1.407367
1148,100101000,2023-12-05 00:11:42.025,0.2902484,232.7978,67.56918,62.49451,-25.69104,-0.9248967,33.73643,1.540359
1149,100101000,2023-12-05 00:11:42.689,0.2909726,232.7284,67.71757,62.4571,-26.16828,-0.9223176,32.89643,1.739864
1150,100101000,2023-12-05 00:11:43.282,0.2913223,232.7103,67.79368,62.60427,-26.01323,-0.9234529,33.27055,1.562207
1151,100101000,2023-12-05 00:11:43.738,0.2913223,232.7103,67.79368,62.60427,-26.01323,-0.9234529,33.27055,1.562207
1152,100101000,2023-12-05 00:11:44.356,0.2920902,232.6326,67.94971,62.55693,-26.52911,-0.9206357,32.52869,1.678727
1153,100101000,2023-12-05 00:11:44.907,0.2925547,232.7185,68.08289,62.93491,-25.97067,-0.9243867,32.52869,1.678727
1154,100101000,2023-12-05 00:11:45.485,0.2925547,232.7185,68.08289,62.93491,-25.97067,-0.9243867,33.10164,1.276684
1155,100101000,2023-12-05 00:11:46.012,0.2902952,232.6733,67.54394,62.28489,-26.12999,-0.9221389,32.83842,1.712268
1156,100101000,2023-12-05 00:11:46.715,0.2902952,232.6733,67.54394,62.28489,-26.12999,-0.9221389,32.83842,1.712268
1157,100101000,2023-12-05 00:11:47.371,0.2911125,232.6314,67.72191,62.50655,-26.06124,-0.9229885,32.50351,1.656957
1158,100101000,2023-12-05 00:11:47.866,0.2911591,232.6447,67.73662,62.58455,-25.91184,-0.9239397,32.15633,1.458133
1159,100101000,2023-12-05 00:11:48.332,0.2911591,232.6447,67.73662,62.58455,-25.91184,-0.9239397,33.96724,1.534027
1160,100101000,2023-12-05 00:11:48.871,0.2893583,232.6574,67.32135,62.27514,-25.57285,-0.925043,33.96724,1.534027
1161,100101000,2023-12-05 00:11:49.590,0.2901081,232.7011,67.50847,62.21444,-26.20604,-0.9215798,34.22366,1.525533
1162,100101000,2023-12-05 00:11:50.078,0.289241,232.5703,67.26885,61.74334,-26.69942,-0.9178592,32.87432,1.513695
1163,100101000,2023-12-05 00:11:50.700,0.289241,232.5703,67.26885,61.74334,-26.69942,-0.9178592,32.87432,1.513695
1164,100101000,2023-12-05 00:11:51.351,0.2896162,232.6522,67.37984,62.19452,-25.92074,-0.9230434,33.30806,1.529148
1165,100101000,2023-12-05 00:11:51.748,0.2901782,232.5908,67.49278,62.10231,-26.43065,-0.9201326,33.30806,1.529148
1166,100101000,2023-12-05 00:11:52.573,0.2901782,232.5908,67.49278,62.10231,-26.43065,-0.9201326,33.1647,1.564846
1167,100101000,2023-12-05 00:11:53.266,0.2900144,232.6485,67.47142,62.20255,-26.13877,-0.9219096,33.01277,1.658661
1168,100101000,2023-12-05 00:11:53.704,0.2900612,232.6478,67.48211,62.25605,-26.0388,-0.9225565,32.45118,1.469387
1169,100101000,2023-12-05 00:11:54.530,0.2900612,232.6478,67.48211,62.25605,-26.0388,-0.9225565,32.25164,1.543463
1170,100101000,2023-12-05 00:11:55.057,0.2903419,232.6334,67.54324,62.40406,-25.84226,-0.9239128,32.25164,1.543463
1171,100101000,2023-12-05 00:11:55.618,0.2903419,232.6334,67.54324,62.40406,-25.84226,-0.9239128,33.37831,1.636172
1172,100101000,2023-12-05 00:11:56.142,0.2902718,232.5514,67.5031,62.29001,-26.01196,-0.9227726,33.65498,1.587213
1173,100101000,2023-12-05 00:11:56.582,0.2902718,232.5514,67.5031,62.29001,-26.01196,-0.9227726,33.65498,1.587213
1174,100101000,2023-12-05 00:11:57.105,0.2886536,232.6085,67.14328,61.72977,-26.41317,-0.9193738,33.06058,1.310669
1175,100101000,2023-12-05 00:11:57.541,0.2886536,232.6085,67.14328,61.72977,-26.41317,-0.9193738,33.06058,1.310669
1176,100101000,2023-12-05 00:11:58.064,0.2898037,232.5313,67.38843,62.05977,-26.26377,-0.9209262,32.70561,1.715131
1177,100101000,2023-12-05 00:11:58.516,0.2898037,232.5313,67.38843,62.05977,-26.26377,-0.9209262,32.70561,1.715131
1178,100101000,2023-12-05 00:11:59.430,0.28596,232.4698,66.47707,61.28765,-25.74925,-0.9219368,32.64204,1.513193
1179,100101000,2023-12-05 00:12:00.012,0.2869317,232.4385,66.69397,61.48342,-25.84327,-0.9218737,32.59478,1.610841
1180,100101000,2023-12-05 00:12:00.878,0.2875462,232.5151,66.85883,61.53635,-26.14154,-0.9203923,32.59713,1.828894
1181,100101000,2023-12-05 00:12:01.342,0.2893348,232.4365,67.25197,62.02623,-25.99181,-0.9222961,33.08037,1.621129
1182,100101000,2023-12-05 00:12:01.794,0.2893348,232.4365,67.25197,62.02623,-25.99181,-0.9222961,33.08037,1.621129
1183,100101000,2023-12-05 00:12:02.303,0.2878529,232.396,66.89587,61.62183,-26.03473,-0.9211605,33.65129,1.332349
1184,100101000,2023-12-05 00:12:02.754,0.2878529,232.3432,66.79842,61.346,-26.03473,0.9200382,33.65129,1.332349
1185,100101000,2023-12-05 00:12:03.404,0.287499,232.3432,66.79842,61.45709,-26.17354,-0.9200382,32.40542,0.9582335
1186,100101000,2023-12-05 00:12:03.888,0.2907858,232.3396,67.56105,62.44771,-25.78331,-0.9243153,32.16473,1.664188
1187,100101000,2023-12-05 00:12:04.630,0.2907858,232.3396,67.56105,62.44771,-25.78331,-0.9243153,32.16473,1.664188
1188,100101000,2023-12-05 00:12:05.555,0.28971,232.3169,67.30451,62.18481,-25.74776,-0.9239322,33.0361,1.512397
1189,100101000,2023-12-05 00:12:06.433,0.2890061,232.4637,67.18345,61.89194,-26.13433,-0.921238,32.43025,1.707522
1190,100101000,2023-12-05 00:12:06.841,0.2882535,232.4119,66.99357,61.79397,-25.87748,-0.9223866,32.43025,1.707522
1191,100101000,2023-12-05 00:12:07.542,0.2899442,232.3272,67.36193,62.24103,-25.76207,-0.9239793,32.98716,1.403249
1192,100101000,2023-12-05 00:12:07.882,0.2889827,232.4117,67.16294,61.83545,-26.21522,-0.9206781,32.98716,1.403249
1193,100101000,2023-12-05 00:12:08.548,0.2889827,232.4117,67.16294,61.83545,-26.21522,-0.9206781,33.00026,1.367018
1194,100101000,2023-12-05 00:12:09.015,0.289991,232.4117,67.39731,62.02677,-26.36431,-0.9203153,32.56912,1.526881
1195,100101000,2023-12-05 00:12:09.553,0.289991,232.4117,67.39731,62.02677,-26.36431,-0.9203153,32.56912,1.526881
1196,100101000,2023-12-05 00:12:09.979,0.2877586,232.4603,66.89244,61.66304,-25.92813,-0.9218237,31.93623,1.595129
1197,100101000,2023-12-05 00:12:10.475,0.2877586,232.4603,66.89244,61.66304,-25.92813,-0.9218237,31.93623,1.595129
1198,100101000,2023-12-05 00:12:10.787,0.2921832,232.3729,67.89545,62.78384,-25.84534,-0.9247135,32.44495,1.71852
1199,100101000,2023-12-05 00:12:11.437,0.2921832,232.3729,67.89545,62.78384,-25.84534,-0.9247135,32.44495,1.71852
1200,100101000,2023-12-05 00:12:12.044,0.2880179,232.463,66.95351,61.74525,-25.89008,-0.9222108,33.1357,1.575988
1201,100101000,2023-12-05 00:12:12.687,0.2902016,232.4837,67.46716,62.1088,-26.34983,-0.9205784,33.05226,1.540046
1202,100101000,2023-12-05 00:12:13.271,0.2895928,232.4482,67.31532,61.92375,-26.39701,-0.9199057,32.7071,1.648581
1203,100101000,2023-12-05 00:12:13.861,0.2895928,232.4482,67.31532,61.92375,-26.39701,-0.9199057,32.7071,1.648581
1204,100101000,2023-12-05 00:12:14.772,0.2886066,232.5231,67.1077,61.9003,-25.91902,-0.9224024,32.77363,1.453723
1205,100101000,2023-12-05 00:12:15.725,0.2883948,232.8916,67.16473,61.86134,-26.15867,-0.921039,32.28384,1.444357
1206,100101000,2023-12-05 00:12:16.275,0.2893114,232.8126,67.35532,62.23169,-25.76735,-0.9239313,32.2834,1.573365
1207,100101000,2023-12-05 00:12:16.813,0.2894052,232.8265,67.3812,62.18184,-25.95469,-0.9228365,32.97335,1.541171
1208,100101000,2023-12-05 00:12:17.724,0.2894052,232.8265,67.3812,62.18184,-25.95469,-0.9228365,32.75413,1.447074
1209,100101000,2023-12-05 00:12:18.486,0.2888887,232.9327,67.29161,62.15676,-25.78172,-0.9236926,32.06585,0.90209
1210,100101000,2023-12-05 00:12:18.811,0.2900612,232.9582,67.57214,62.39842,-26.08811,0.9229153,32.06585,0.90209
1211,100101000,2023-12-05 00:12:19.447,0.2892879,232.7759,67.33924,62.25737,-25.66308,-0.9245332,32.9794,1.244785
1212,100101000,2023-12-05 00:12:19.903,0.2892879,232.7689,67.33721,61.99035,-26.29633,-0.9205957,32.9794,1.244785
1213,100101000,2023-12-05 00:12:20.598,0.2892879,232.7689,67.33721,61.99035,-26.29633,-0.9205957,32.24196,1.826254
1214,100101000,2023-12-05 00:12:21.064,0.289194,232.8058,67.32603,62.02934,-26.17548,-0.9213277,33.10955,1.66127
1215,100101000,2023-12-05 00:12:21.558,0.289194,232.8058,67.32603,62.02934,-26.17548,-0.9213277,33.10955,1.66127
1216,100101000,2023-12-05 00:12:22.023,0.2884889,232.8054,67.16179,61.76945,-26.36741,-0.9197113,32.18631,1.262509
1217,100101000,2023-12-05 00:12:22.517,0.2884889,232.8054,67.16179,61.76945,-26.36741,-0.9197113,32.18631,1.262509
1218,100101000,2023-12-05 00:12:22.984,0.2875698,232.7943,66.9446,61.83505,-25.65164,-0.9236749,32.50884,1.5055
1219,100101000,2023-12-05 00:12:23.475,0.2875698,232.7943,66.9446,61.83505,-25.65164,-0.9236749,32.50884,1.5055
1220,100101000,2023-12-05 00:12:23.943,0.2869554,232.698,66.77395,61.35859,-26.34167,-0.9189001,32.7462,1.56613
1221,100101000,2023-12-05 00:12:24.393,0.2869554,232.698,66.77395,61.35859,-26.34167,-0.9189001,32.87346,1.849212
1222,100101000,2023-12-05 00:12:24.902,0.2867661,232.8197,66.76479,61.46786,-26.06221,-0.9206629,32.87346,1.849212
1223,100101000,2023-12-05 00:12:25.438,0.2894755,232.7223,67.3674,62.09763,-26.11993,-0.9217757,32.77613,1.959337
1224,100101000,2023-12-05 00:12:25.864,0.2874281,232.8681,66.93284,61.65476,-26.05178,-0.9211437,32.77613,1.959337
1225,100101000,2023-12-05 00:12:26.817,0.2874281,232.8681,66.93284,61.65476,-26.05178,-0.9211437,33.08585,1.586356
1226,100101000,2023-12-05 00:12:27.721,0.2877821,232.8665,67.01481,61.75472,-26.02573,-0.9215086,33.3135,1.211032
1227,100101000,2023-12-05 00:12:28.462,0.2896162,232.692,67.39137,62.02634,-26.35015,-0.92039,32.95451,1.898104
1228,100101000,2023-12-05 00:12:28.816,0.2877586,232.7474,66.97507,61.68775,-26.08221,-0.9210554,33.1226,1.416766
1229,100101000,2023-12-05 00:12:29.422,0.2877586,232.7474,66.97507,61.68775,-26.08221,-0.9210554,33.1226,1.416766
1230,100101000,2023-12-05 00:12:29.991,0.2899208,232.5844,67.43104,62.06736,-26.35504,-0.9204568,32.85635,1.443623
1231,100101000,2023-12-05 00:12:30.732,0.2869317,232.6648,66.75891,61.55548,-25.83942,-0.9220563,33.07226,1.432195
1232,100101000,2023-12-05 00:12:31.198,0.2899442,232.6354,67.45129,62.03328,-26.48675,-0.9196753,33.33593,1.644966
1233,100101000,2023-12-05 00:12:31.744,0.2899442,232.6354,67.45129,62.03328,-26.48675,-0.9196753,33.33593,1.644966
1234,100101000,2023-12-05 00:12:32.563,0.2887477,232.6653,67.18156,61.81777,-26.30449,-0.9201597,33.09016,1.599598
1235,100101000,2023-12-05 00:12:32.959,0.287735,232.5496,66.91264,61.56964,-26.20078,-0.9201496,32.53119,1.424857
1236,100101000,2023-12-05 00:12:33.610,0.287735,232.5496,66.91264,61.56964,-26.20078,-0.9201496,32.53119,1.424857
1237,100101000,2023-12-05 00:12:34.221,0.2882064,232.5796,67.03092,61.87037,-25.79152,-0.9230123,32.59787,1.43888
1238,100101000,2023-12-05 00:12:34.616,0.2890296,232.6829,67.25224,61.99314,-26.07133,-0.9218004,32.59787,1.43888
1239,100101000,2023-12-05 00:12:35.487,0.2890296,232.6829,67.25224,61.99314,-26.07133,-0.9218004,32.85499,1.567689
1240,100101000,2023-12-05 00:12:36.137,0.2861736,232.6333,66.57353,61.24225,-26.10405,-0.919919,35.08537,2.181269
1241,100101000,2023-12-05 00:12:36.742,0.2909492,232.1182,67.53461,61.92811,-26.94129,-0.9169832,33.61155,2.207822
1242,100101000,2023-12-05 00:12:37.401,0.2895459,231.9445,67.15856,61.77108,-26.35537,-0.9197797,33.47446,2.192356
